id,label
0,5
1,9
2,4
3,1
4,4
5,5
6,9
7,0
8,0
9,9
10,7
11,9
12,1
13,8
14,0
15,7
16,7
17,3
18,5
19,3
20,3
21,3
22,9
23,3
24,3
25,5
26,7
27,4
28,0
29,4
30,4
31,4
32,3
33,4
34,6
35,0
36,4
37,9
38,9
39,9
40,0
41,1
42,5
43,9
44,4
45,9
46,0
47,0
48,5
49,4
50,9
51,6
52,0
53,0
54,8
55,4
56,5
57,3
58,0
59,0
60,3
61,4
62,8
63,9
64,0
65,0
66,4
67,6
68,3
69,3
70,0
71,4
72,0
73,5
74,1
75,4
76,9
77,7
78,4
79,5
80,0
81,1
82,4
83,9
84,7
85,0
86,0
87,3
88,1
89,6
90,0
91,8
92,0
93,8
94,9
95,7
96,3
97,3
98,3
99,8
100,7
101,4
102,7
103,3
104,9
105,3
106,3
107,4
108,1
109,3
110,0
111,0
112,4
113,7
114,1
115,9
116,9
117,4
118,5
119,1
120,5
121,9
122,0
123,9
124,0
125,0
126,3
127,7
128,0
129,3
130,8
131,6
132,3
133,6
134,3
135,3
136,7
137,9
138,5
139,4
140,4
141,1
142,0
143,8
144,9
145,0
146,0
147,0
148,5
149,5
150,0
151,9
152,5
153,0
154,4
155,9
156,0
157,9
158,4
159,0
160,4
161,3
162,0
163,3
164,3
165,7
166,7
167,3
168,5
169,0
170,4
171,0
172,8
173,6
174,6
175,4
176,3
177,0
178,6
179,5
180,0
181,1
182,0
183,7
184,9
185,1
186,0
187,1
188,0
189,4
190,9
191,6
192,1
193,5
194,8
195,8
196,4
197,5
198,3
199,0
200,7
201,5
202,7
203,1
204,6
205,6
206,9
207,9
208,6
209,4
210,0
211,9
212,0
213,9
214,1
215,9
216,0
217,5
218,1
219,4
220,9
221,0
222,4
223,3
224,6
225,4
226,8
227,5
228,8
229,9
230,7
231,0
232,0
233,7
234,5
235,8
236,6
237,8
238,4
239,0
240,6
241,9
242,6
243,9
244,4
245,9
246,0
247,7
248,9
249,6
250,9
251,0
252,4
253,8
254,0
255,5
256,8
257,4
258,0
259,3
260,6
261,0
262,7
263,6
264,3
265,4
266,9
267,4
268,5
269,8
270,6
271,9
272,4
273,0
274,4
275,0
276,9
277,0
278,9
279,1
280,1
281,5
282,1
283,4
284,6
285,9
286,3
287,8
288,4
289,3
290,0
291,0
292,0
293,3
294,0
295,3
296,5
297,3
298,6
299,6
300,8
301,8
302,0
303,0
304,4
305,8
306,8
307,6
308,8
309,3
310,4
311,1
312,1
313,7
314,9
315,7
316,1
317,3
318,3
319,0
320,3
321,7
322,4
323,1
324,6
325,9
326,3
327,3
328,0
329,0
330,3
331,0
332,8
333,4
334,1
335,4
336,0
337,9
338,6
339,6
340,1
341,7
342,7
343,9
344,9
345,6
346,6
347,6
348,8
349,6
350,8
351,4
352,3
353,8
354,7
355,0
356,3
357,7
358,8
359,7
360,6
361,4
362,9
363,8
364,3
365,8
366,6
367,6
368,4
369,4
370,9
371,9
372,9
373,0
374,1
375,1
376,9
377,7
378,9
379,1
380,1
381,9
382,4
383,6
384,4
385,3
386,4
387,0
388,0
389,9
390,7
391,9
392,7
393,7
394,3
395,7
396,4
397,4
398,0
399,6
400,5
401,4
402,3
403,3
404,4
405,6
406,4
407,0
408,1
409,5
410,5
411,0
412,4
413,4
414,1
415,9
416,0
417,4
418,6
419,0
420,6
421,4
422,9
423,8
424,9
425,3
426,9
427,3
428,3
429,3
430,4
431,6
432,0
433,3
434,3
435,3
436,4
437,1
438,1
439,8
440,0
441,4
442,0
443,6
444,0
445,6
446,4
447,4
448,0
449,5
450,4
451,9
452,1
453,5
454,5
455,4
456,0
457,3
458,7
459,4
460,0
461,4
462,5
463,4
464,9
465,0
466,0
467,9
468,4
469,6
470,9
471,0
472,3
473,1
474,8
475,5
476,1
477,3
478,6
479,4
480,4
481,4
482,0
483,4
484,5
485,5
486,0
487,9
488,1
489,5
490,9
491,6
492,0
493,4
494,8
495,4
496,9
497,8
498,0
499,3
500,6
501,8
502,8
503,4
504,3
505,3
506,7
507,9
508,0
509,3
510,6
511,8
512,4
513,8
514,4
515,1
516,3
517,4
518,0
519,3
520,4
521,7
522,4
523,1
524,0
525,6
526,4
527,7
528,0
529,5
530,1
531,1
532,9
533,4
534,3
535,8
536,4
537,3
538,0
539,0
540,3
541,4
542,9
543,9
544,3
545,3
546,4
547,4
548,8
549,5
550,6
551,0
552,0
553,1
554,5
555,5
556,7
557,5
