id,label
0,5
1,9
2,4
3,7
4,4
5,5
6,9
7,3
8,3
9,7
10,7
11,3
12,1
13,8
14,0
15,7
16,7
17,3
18,5
19,3
20,3
21,3
22,9
23,3
24,3
25,5
26,7
27,7
28,0
29,4
30,4
31,0
32,3
33,4
34,6
35,0
36,1
37,0
38,9
39,9
40,0
41,1
42,5
43,9
44,4
45,9
46,0
47,7
48,7
49,6
50,9
51,6
52,0
53,0
54,8
55,3
56,5
57,3
58,0
59,3
60,0
61,7
62,8
63,7
64,0
65,0
66,4
67,6
68,3
69,7
70,0
71,4
72,3
73,5
74,1
75,4
76,9
77,7
78,4
79,5
80,0
81,1
82,6
83,5
84,7
85,0
86,0
87,3
88,1
89,6
90,0
91,8
92,0
93,6
94,7
95,7
96,7
97,3
98,3
99,3
100,3
101,7
102,7
103,3
104,7
105,3
106,3
107,4
108,5
109,3
110,0
111,0
112,4
113,7
114,1
115,9
116,9
117,4
118,5
119,1
120,5
121,9
122,3
123,4
124,0
125,0
126,3
127,3
128,0
129,3
130,8
131,7
132,7
133,1
134,3
135,7
136,7
137,3
138,5
139,4
140,4
141,1
142,5
143,8
144,7
145,0
146,0
147,3
148,1
149,5
150,0
151,9
152,5
153,0
154,3
155,9
156,7
157,9
158,4
159,0
160,7
161,3
162,7
163,7
164,3
165,7
166,7
167,3
168,5
169,0
170,4
171,0
172,8
173,8
174,6
175,1
176,3
177,0
178,1
179,5
180,5
181,1
182,0
183,7
184,7
185,1
186,0
187,7
188,0
189,1
190,9
191,6
192,1
193,4
194,8
195,8
196,4
197,5
198,3
199,7
200,7
201,5
202,7
203,1
204,6
205,6
206,9
207,9
208,6
209,3
210,0
211,9
212,5
213,9
214,1
215,7
216,0
217,5
218,1
219,4
220,9
221,0
222,1
223,3
224,6
225,4
226,8
227,5
228,8
229,5
230,7
231,7
232,7
233,7
234,5
235,8
236,6
237,8
238,1
239,0
240,6
241,9
242,6
243,9
244,4
245,5
246,0
247,7
248,9
249,3
250,9
251,0
252,3
253,8
254,0
255,5
256,8
257,7
258,7
259,3
260,3
261,0
262,7
263,3
264,3
265,3
266,7
267,4
268,5
269,8
270,6
271,9
272,3
273,3
274,7
275,0
276,9
277,0
278,9
279,1
280,1
281,5
282,1
283,3
284,3
285,9
286,3
287,5
288,7
289,3
290,7
291,7
292,0
293,3
294,7
295,7
296,5
297,3
298,3
299,3
300,8
301,8
302,0
303,0
304,4
305,8
306,8
307,6
308,3
309,3
310,3
311,1
312,7
313,7
314,8
315,7
316,1
317,7
318,3
319,3
320,3
321,7
322,4
323,1
324,6
325,7
326,3
327,3
328,0
329,7
330,7
331,0
332,7
333,5
334,1
335,4
336,3
337,9
338,3
339,6
340,1
341,7
342,7
343,9
344,9
345,3
346,3
347,6
348,8
349,1
350,8
351,4
352,3
353,8
354,3
355,7
356,7
357,7
358,8
359,7
360,3
361,4
362,1
363,8
364,3
365,8
366,3
367,6
368,1
369,6
370,9
371,7
372,9
373,0
374,1
375,7
376,7
377,7
378,9
379,1
380,1
381,3
382,1
383,3
384,1
385,3
386,4
387,0
388,0
389,7
390,7
391,3
392,3
393,8
394,7
395,7
396,7
397,7
398,5
399,5
400,5
401,4
402,3
403,3
404,7
405,6
406,7
407,0
408,1
409,5
410,5
411,7
412,1
413,4
414,1
415,5
416,0
417,1
418,6
419,0
420,6
421,4
422,1
423,8
424,7
425,3
426,9
427,3
428,3
429,3
430,3
431,3
432,3
433,3
434,7
435,3
436,7
437,1
438,1
439,8
440,0
441,4
442,0
443,6
444,0
445,3
446,4
447,3
448,0
449,5
450,4
451,9
452,1
453,5
454,5
455,4
456,3
457,7
458,4
459,4
460,0
461,1
462,7
463,7
464,7
465,7
466,3
467,9
468,3
469,3
470,9
471,0
472,3
473,3
474,3
475,5
476,1
477,3
478,6
479,1
480,4
481,7
482,0
483,4
484,5
485,5
486,0
487,9
488,1
489,5
490,9
491,7
492,3
493,1
494,6
495,0
496,1
497,8
498,0
499,3
500,8
501,8
502,8
503,7
504,3
505,3
506,7
507,9
508,0
509,7
510,1
511,8
512,3
513,8
514,1
515,1
516,3
517,3
518,3
519,6
520,1
521,7
522,4
523,1
524,3
525,6
526,4
527,7
528,0
529,0
530,1
531,9
532,1
533,7
534,3
535,8
536,1
537,3
538,0
539,0
540,3
541,7
542,7
543,7
544,3
545,3
546,7
547,4
548,8
549,4
550,7
551,0
552,3
553,1
554,5
555,5
556,7
557,5
